source_form,university,semester_raw,recent_sgpa_raw,cgpa_raw,result_satisfaction,attendance,weekly_study_time,study_style,topic_clarity,sleep_duration,stress_frequency,weekly_responsibilities,desired_department_match,distraction_frequency,study_environment,support_level,admission_satisfaction,career_expectation,routine_manageability,department,department_grouped,cgpa_band,recent_sgpa_band,recent_sgpa_imputed,admission_satisfaction_code,desired_department_match_code,result_satisfaction_code,attendance_code,weekly_study_time_code,study_style_code,topic_clarity_code,sleep_duration_code,stress_frequency_code,weekly_responsibilities_code,distraction_frequency_code,study_environment_code,support_level_code,routine_manageability_code,career_expectation_code,target_code,recent_sgpa_code,cgpa_midpoint,academic_progress,academic_year,discipline_index,wellbeing_index,environment_index,motivation_index,effective_study,focus_balance,load_pressure
multi_uni,BRAC,10.0,3.9+,3.75+,Very dissatisfied,75-89%,7-10 hrs,Regularly but not every day,About half,7-8 hrs,Almost always,1-5 hrs,Somewhat different,Often,Mostly suitable,Good support,Very dissatisfied,Slightly,Difficult to manage,CSE,CSE,C3_3_75_plus,C3_3_75_plus,False,0,2,0,3,2,2,2,3,4,1,3,3,3,1,1,3,3,3.87,0.833,4,0.5,0.333,0.75,0.25,0.25,-0.25,0.5
multi_uni,BRAC,11.0,3.5+,3.5+,Neutral,75-89%,3-6 hrs,Regularly but not every day,Almost everything,7-8 hrs,Rarely,1-5 hrs,Close to what I wanted,Rarely,Neither good nor bad,Strong support,Very dissatisfied,Somewhat,Mostly manageable,CSE,CSE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,0,3,2,3,1,2,4,3,1,1,1,2,4,3,2,2,2,3.62,0.917,4,0.562,0.75,0.75,0.417,0.25,0.0,-0.125
multi_uni,BRAC,11.0,3.5+,3.5+,Neutral,75-89%,7-10 hrs,Mostly just before exams,Almost nothing,6-7 hrs,Often,More than 15 hrs,"Yes, exactly what I wanted",Never,Somewhat distracting,Some support,Neutral,Slightly,Average,CSE,CSE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,2,4,2,3,2,1,0,2,3,4,0,1,2,2,1,2,2,3.62,0.917,4,0.625,0.417,0.375,0.583,0.0,0.5,0.625
multi_uni,BRAC,10.0,3.5+,3.5+,Neutral,75-89%,Less than 3 hrs,Regularly but not every day,A little,6-7 hrs,Often,6-10 hrs,"Yes, exactly what I wanted",Rarely,Very distracting,Strong support,Very dissatisfied,Mostly,Average,CSE,CSE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,0,4,2,3,0,2,1,2,3,2,1,0,4,2,3,2,2,3.62,0.833,4,0.5,0.417,0.5,0.583,0.0,-0.25,0.375
multi_uni,BRAC,10.0,3.9+,3.75+,Neutral,75-89%,3-6 hrs,Mostly just before exams,Most of it,7-8 hrs,Often,1-5 hrs,Close to what I wanted,Often,Neither good nor bad,Some support,Very dissatisfied,Slightly,Difficult to manage,CSE,CSE,C3_3_75_plus,C3_3_75_plus,False,0,3,2,3,1,1,3,3,3,1,3,2,2,1,1,3,3,3.87,0.833,4,0.375,0.417,0.5,0.333,0.188,-0.5,0.375
multi_uni,BRAC,11.0,3.9+,3.9+,Neutral,75-89%,7-10 hrs,Regularly but not every day,About half,7-8 hrs,Often,1-5 hrs,Mostly different,Rarely,Excellent for focused study,Some support,Satisfied,Slightly,Mostly manageable,CSE,CSE,C3_3_75_plus,C3_3_75_plus,False,3,1,2,3,2,2,2,3,3,1,1,4,2,3,1,3,3,3.87,0.917,4,0.625,0.583,0.75,0.417,0.25,0.25,0.125
multi_uni,BRAC,10.0,3.75+,3.9+,Very satisfied,90% or more,3-6 hrs,Mostly just before exams,A little,5-6 hrs,Almost always,None,Close to what I wanted,Often,Very distracting,Good support,Satisfied,Completely,Average,CSE,CSE,C3_3_75_plus,C3_3_75_plus,False,3,3,4,4,1,1,1,1,4,0,3,0,3,2,4,3,3,3.87,0.833,4,0.438,0.25,0.375,0.833,0.062,-0.5,0.25
multi_uni,BRAC,11.0,3.5+,3.5+,Satisfied,75-89%,3-6 hrs,Mostly just before exams,A little,6-7 hrs,Often,1-5 hrs,Somewhat different,Often,Somewhat distracting,Good support,Satisfied,Mostly,Mostly manageable,CSE,CSE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,3,2,3,3,1,1,1,2,3,1,3,1,3,3,3,2,2,3.62,0.917,4,0.375,0.5,0.5,0.667,0.062,-0.5,0.125
multi_uni,BRAC,10.0,3.5+,3.75+,Satisfied,75-89%,7-10 hrs,Consistent throughout the semester,About half,5-6 hrs,Often,1-5 hrs,"Yes, exactly what I wanted",Sometimes,Somewhat distracting,Some support,Neutral,Slightly,Completely unmanageable,CSE,CSE,C3_3_75_plus,C2_3_50_to_3_74,False,2,4,3,3,2,4,2,1,3,1,2,1,2,0,1,3,2,3.87,0.833,4,0.688,0.167,0.375,0.583,0.25,0.0,0.5
multi_uni,BRAC,11.0,3.5+,3.75+,Very satisfied,60-74%,Less than 3 hrs,Occasionally when necessary,A little,Less than 5 hrs,Sometimes,1-5 hrs,Close to what I wanted,Often,Mostly suitable,Strong support,Satisfied,Somewhat,Average,CSE,CSE,C3_3_75_plus,C2_3_50_to_3_74,False,3,3,4,2,0,0,1,0,2,1,3,3,4,2,2,3,2,3.87,0.917,4,0.188,0.333,0.875,0.667,0.0,-0.75,0.125
multi_uni,BRAC,10.0,3.5+,3.5+,Neutral,75-89%,3-6 hrs,Regularly but not every day,About half,More than 8 hrs,Often,6-10 hrs,Not at all what I wanted,Never,Excellent for focused study,Good support,Satisfied,Mostly,Average,CSE,CSE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,3,0,2,3,1,2,2,4,3,2,0,4,3,2,3,2,2,3.62,0.833,4,0.625,0.583,0.875,0.5,0.125,0.25,0.375
multi_uni,BRAC,11.0,3.5+,3.2+,Neutral,75-89%,11-15 hrs,Regularly but not every day,About half,6-7 hrs,Often,11-15 hrs,"Yes, exactly what I wanted",Almost every day,Somewhat distracting,Good support,Satisfied,Completely,Difficult to manage,CSE,CSE,C1_3_20_to_3_49,C2_3_50_to_3_74,False,3,4,2,3,3,2,2,2,3,3,4,1,3,1,4,1,2,3.35,0.917,4,0.5,0.333,0.5,0.917,0.375,-0.25,0.625
multi_uni,BRAC,10.0,3.0+,3.0+,Satisfied,90% or more,7-10 hrs,Occasionally when necessary,Most of it,7-8 hrs,Often,None,Mostly different,Sometimes,Excellent for focused study,Strong support,Neutral,Mostly,Completely unmanageable,CSE,CSE,C0_below_3_20,C0_below_3_20,False,2,1,3,4,2,0,3,3,3,0,2,4,4,0,3,0,0,3.0,0.833,4,0.5,0.333,1.0,0.5,0.375,0.0,0.375
multi_uni,BRAC,11.0,Below,Below,Satisfied,75-89%,7-10 hrs,Mostly consistent routine,Most of it,6-7 hrs,Sometimes,More than 15 hrs,"Yes, exactly what I wanted",Almost every day,Somewhat distracting,Good support,Very satisfied,Slightly,Difficult to manage,CSE,CSE,C0_below_3_20,C0_below_3_20,False,4,4,3,3,2,3,3,2,2,4,4,1,3,1,1,0,0,3.0,0.917,4,0.5,0.417,0.5,0.75,0.375,-0.5,0.625
multi_uni,BRAC,11.0,3.9+,3.75+,Very satisfied,75-89%,3-6 hrs,Mostly just before exams,About half,7-8 hrs,Often,1-5 hrs,"Yes, exactly what I wanted",Often,Very distracting,Good support,Satisfied,Mostly,Difficult to manage,EEE,EEE,C3_3_75_plus,C3_3_75_plus,False,3,4,4,3,1,1,2,3,3,1,3,0,3,1,3,3,3,3.87,0.917,4,0.375,0.417,0.375,0.833,0.125,-0.5,0.375
multi_uni,BRAC,10.0,3.2+,3.5+,Neutral,75-89%,7-10 hrs,Mostly consistent routine,Almost nothing,Less than 5 hrs,Often,6-10 hrs,"Yes, exactly what I wanted",Sometimes,Neither good nor bad,Strong support,Neutral,Mostly,Average,CSE,CSE,C2_3_50_to_3_74,C1_3_20_to_3_49,False,2,4,2,3,2,3,0,0,3,2,2,2,4,2,3,2,1,3.62,0.833,4,0.625,0.25,0.75,0.75,0.0,0.0,0.375
multi_uni,BRAC,10.0,3.2+,3.2+,Neutral,75-89%,Less than 3 hrs,Mostly consistent routine,About half,7-8 hrs,Almost always,None,"Yes, exactly what I wanted",Sometimes,Excellent for focused study,Very little support,Neutral,Somewhat,Difficult to manage,EEE,EEE,C1_3_20_to_3_49,C1_3_20_to_3_49,False,2,4,2,3,0,3,2,3,4,0,2,4,1,1,2,1,1,3.35,0.833,4,0.5,0.333,0.625,0.667,0.0,-0.5,0.375
multi_uni,BRAC,10.0,3.2+,3.2+,Very satisfied,75-89%,Less than 3 hrs,Mostly consistent routine,Almost nothing,6-7 hrs,Rarely,6-10 hrs,Somewhat different,Often,Neither good nor bad,Very little support,Neutral,Mostly,Difficult to manage,CSE,CSE,C1_3_20_to_3_49,C1_3_20_to_3_49,False,2,2,4,3,0,3,0,2,1,2,3,2,1,1,3,1,1,3.35,0.833,4,0.438,0.5,0.375,0.583,0.0,-0.75,0.25
multi_uni,BRAC,11.0,3.5+,3.5+,Very satisfied,90% or more,Less than 3 hrs,Consistent throughout the semester,A little,5-6 hrs,Rarely,None,Close to what I wanted,Almost every day,Mostly suitable,Very little support,Satisfied,Mostly,Average,EEE,EEE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,3,3,4,4,0,4,1,1,1,0,4,3,1,2,3,2,2,3.62,0.917,4,0.5,0.5,0.5,0.75,0.0,-1.0,-0.125
multi_uni,BRAC,10.0,3.2+,3.2+,Satisfied,90% or more,3-6 hrs,Mostly just before exams,Most of it,6-7 hrs,Sometimes,6-10 hrs,Somewhat different,Often,Mostly suitable,No support,Neutral,Mostly,Average,CSE,CSE,C1_3_20_to_3_49,C1_3_20_to_3_49,False,2,2,3,4,1,1,3,2,2,2,3,3,0,2,3,1,1,3.35,0.833,4,0.438,0.5,0.375,0.583,0.188,-0.5,0.25
multi_uni,BRAC,10.0,3.0+,3.2+,Satisfied,75-89%,7-10 hrs,Mostly just before exams,Most of it,6-7 hrs,Almost always,1-5 hrs,"Yes, exactly what I wanted",Often,Mostly suitable,Good support,Satisfied,Mostly,Average,ECE,ECE,C1_3_20_to_3_49,C0_below_3_20,False,3,4,3,3,2,1,3,2,4,1,3,3,3,2,3,1,0,3.35,0.833,4,0.438,0.333,0.75,0.833,0.375,-0.25,0.375
multi_uni,BRAC,11.0,3.9+,3.9+,Neutral,90% or more,11-15 hrs,Mostly just before exams,A little,5-6 hrs,Sometimes,11-15 hrs,Close to what I wanted,Never,Somewhat distracting,Good support,Neutral,Mostly,Difficult to manage,EEE,EEE,C3_3_75_plus,C3_3_75_plus,False,2,3,2,4,3,1,1,1,2,3,0,1,3,1,3,3,3,3.87,0.917,4,0.75,0.333,0.5,0.667,0.188,0.75,0.5
multi_uni,BRAC,11.0,3.2+,3.2+,Very satisfied,90% or more,11-15 hrs,Regularly but not every day,About half,Less than 5 hrs,Almost always,1-5 hrs,Close to what I wanted,Sometimes,Excellent for focused study,Very little support,Satisfied,Mostly,Very healthy and balanced,CSE,CSE,C1_3_20_to_3_49,C1_3_20_to_3_49,False,3,3,4,4,3,2,2,0,4,1,2,4,1,4,3,1,1,3.35,0.917,4,0.688,0.333,0.625,0.75,0.375,0.25,0.125
multi_uni,BRAC,10.0,3.2+,3.5+,Very satisfied,90% or more,7-10 hrs,Mostly consistent routine,A little,6-7 hrs,Rarely,6-10 hrs,Close to what I wanted,Often,Somewhat distracting,Some support,Neutral,Completely,Average,EEE,EEE,C2_3_50_to_3_74,C1_3_20_to_3_49,False,2,3,4,4,2,3,1,2,1,2,3,1,2,2,4,2,1,3.62,0.833,4,0.625,0.583,0.375,0.75,0.125,-0.25,0.125
multi_uni,BRAC,11.0,3.75+,3.75+,Satisfied,75-89%,Less than 3 hrs,Consistent throughout the semester,Almost everything,6-7 hrs,Sometimes,None,"Yes, exactly what I wanted",Almost every day,Excellent for focused study,Some support,Dissatisfied,Slightly,Difficult to manage,ECE,ECE,C3_3_75_plus,C3_3_75_plus,False,1,4,3,3,0,4,4,2,2,0,4,4,2,1,1,3,3,3.87,0.917,4,0.438,0.417,0.75,0.5,0.0,-1.0,0.125
multi_uni,BRAC,11.0,3.0+,3.2+,Neutral,75-89%,3-6 hrs,Regularly but not every day,A little,6-7 hrs,Often,None,"Yes, exactly what I wanted",Often,Somewhat distracting,Some support,Neutral,Somewhat,Mostly manageable,CSE,CSE,C1_3_20_to_3_49,C0_below_3_20,False,2,4,2,3,1,2,1,2,3,0,3,1,2,3,2,1,0,3.35,0.917,4,0.438,0.5,0.375,0.667,0.062,-0.5,0.0
multi_uni,BRAC,11.0,3.0+,3.0+,Neutral,75-89%,7-10 hrs,Mostly just before exams,Most of it,7-8 hrs,Sometimes,6-10 hrs,Close to what I wanted,Often,Excellent for focused study,Some support,Very satisfied,Somewhat,Average,ECE,ECE,C0_below_3_20,C0_below_3_20,False,4,3,2,3,2,1,3,3,2,2,3,4,2,2,2,0,0,3.0,0.917,4,0.438,0.583,0.75,0.75,0.375,-0.25,0.25
multi_uni,BRAC,11.0,3.75+,3.75+,Neutral,90% or more,3-6 hrs,Mostly just before exams,About half,7-8 hrs,Almost always,6-10 hrs,"Yes, exactly what I wanted",Often,Mostly suitable,Some support,Neutral,Slightly,Mostly manageable,CSE,CSE,C3_3_75_plus,C3_3_75_plus,False,2,4,2,4,1,1,2,3,4,2,3,3,2,3,1,3,3,3.87,0.917,4,0.438,0.5,0.625,0.583,0.125,-0.5,0.375
multi_uni,BRAC,10.0,3.5+,3.5+,Satisfied,90% or more,Less than 3 hrs,Regularly but not every day,A little,5-6 hrs,Almost always,None,Somewhat different,Almost every day,Mostly suitable,No support,Satisfied,Mostly,Mostly manageable,CSE,CSE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,3,2,3,4,0,2,1,1,4,0,4,3,0,3,3,2,2,3.62,0.833,4,0.375,0.333,0.375,0.667,0.0,-1.0,0.125
multi_uni,BUET,7.0,3.2+,3.0+,Neutral,90% or more,3-6 hrs,Mostly just before exams,A little,7-8 hrs,Often,1-5 hrs,Mostly different,Rarely,Somewhat distracting,Good support,Very satisfied,Slightly,Very healthy and balanced,CSE,CSE,C0_below_3_20,C1_3_20_to_3_49,False,4,1,2,4,1,1,1,3,3,1,1,1,3,4,1,0,1,3.0,0.875,4,0.562,0.667,0.5,0.5,0.062,0.0,0.0
multi_uni,BUET,7.0,3.5+,3.5+,Neutral,75-89%,7-10 hrs,Consistent throughout the semester,Most of it,7-8 hrs,Almost always,6-10 hrs,Somewhat different,Often,Mostly suitable,Some support,Very satisfied,Completely,Mostly manageable,CSE,CSE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,4,2,2,3,2,4,3,3,4,2,3,3,2,3,4,2,2,3.62,0.875,4,0.625,0.5,0.625,0.833,0.375,-0.25,0.375
multi_uni,BRAC,11.0,3.2+,3.2+,Neutral,90% or more,7-10 hrs,Consistent throughout the semester,Most of it,Less than 5 hrs,Rarely,None,"Yes, exactly what I wanted",Sometimes,Excellent for focused study,Some support,Satisfied,Somewhat,Difficult to manage,CSE,CSE,C1_3_20_to_3_49,C1_3_20_to_3_49,False,3,4,2,4,2,4,3,0,1,0,2,4,2,1,2,1,1,3.35,0.917,4,0.75,0.333,0.75,0.75,0.375,0.0,0.0
multi_uni,CUET,7.0,3.9+,3.9+,Neutral,75-89%,7-10 hrs,Regularly but not every day,Most of it,7-8 hrs,Sometimes,6-10 hrs,Close to what I wanted,Often,Neither good nor bad,Very little support,Satisfied,Completely,Average,CSE,CSE,C3_3_75_plus,C3_3_75_plus,False,3,3,2,3,2,2,3,3,2,2,3,2,1,2,4,3,3,3.87,0.875,4,0.5,0.583,0.375,0.833,0.375,-0.25,0.25
multi_uni,CUET,7.0,3.5+,3.75+,Dissatisfied,75-89%,3-6 hrs,Occasionally when necessary,Most of it,7-8 hrs,Almost always,6-10 hrs,Close to what I wanted,Rarely,Neither good nor bad,Good support,Satisfied,Somewhat,Difficult to manage,EEE,EEE,C3_3_75_plus,C2_3_50_to_3_74,False,3,3,1,3,1,0,3,3,4,2,1,2,3,1,2,3,2,3.87,0.875,4,0.438,0.333,0.625,0.667,0.188,0.0,0.625
multi_uni,BRAC,10.0,3.75+,3.75+,Dissatisfied,60-74%,Less than 3 hrs,Occasionally when necessary,About half,6-7 hrs,Often,1-5 hrs,"Yes, exactly what I wanted",Sometimes,Neither good nor bad,Very little support,Satisfied,Completely,Average,CSE,CSE,C3_3_75_plus,C3_3_75_plus,False,3,4,1,2,0,0,2,2,3,1,2,2,1,2,4,3,3,3.87,0.833,4,0.25,0.417,0.375,0.917,0.0,-0.5,0.25
multi_uni,BRAC,10.0,3.0+,3.0+,Satisfied,90% or more,7-10 hrs,Mostly just before exams,Most of it,6-7 hrs,Never,1-5 hrs,Close to what I wanted,Almost every day,Mostly suitable,Some support,Satisfied,Mostly,Average,CSE,CSE,C0_below_3_20,C0_below_3_20,False,3,3,3,4,2,1,3,2,0,1,4,3,2,2,3,0,0,3.0,0.833,4,0.438,0.667,0.625,0.75,0.375,-0.5,-0.125
multi_uni,CUET,7.0,3.2+,3.2+,Neutral,75-89%,7-10 hrs,Occasionally when necessary,Most of it,6-7 hrs,Sometimes,1-5 hrs,Close to what I wanted,Often,Neither good nor bad,Some support,Very satisfied,Somewhat,Average,ECE,ECE,C1_3_20_to_3_49,C1_3_20_to_3_49,False,4,3,2,3,2,0,3,2,2,1,3,2,2,2,2,1,1,3.35,0.875,4,0.375,0.5,0.5,0.75,0.375,-0.25,0.125
multi_uni,BRAC,11.0,3.75+,3.75+,Satisfied,60-74%,7-10 hrs,Occasionally when necessary,Almost everything,7-8 hrs,Often,1-5 hrs,Close to what I wanted,Often,Neither good nor bad,Very little support,Dissatisfied,Mostly,Average,CSE,CSE,C3_3_75_plus,C3_3_75_plus,False,1,3,3,2,2,0,4,3,3,1,3,2,1,2,3,3,3,3.87,0.917,4,0.312,0.5,0.375,0.583,0.5,-0.25,0.25
multi_uni,BRAC,11.0,3.5+,3.5+,Satisfied,75-89%,7-10 hrs,Occasionally when necessary,Most of it,5-6 hrs,Rarely,None,"Yes, exactly what I wanted",Often,Very distracting,Good support,Very satisfied,Slightly,Mostly manageable,CSE,CSE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,4,4,3,3,2,0,3,1,1,0,3,0,3,3,1,2,2,3.62,0.917,4,0.375,0.583,0.375,0.75,0.375,-0.25,-0.25
multi_uni,CUET,7.0,3.5+,3.5+,Neutral,90% or more,3-6 hrs,Regularly but not every day,Most of it,Less than 5 hrs,Rarely,1-5 hrs,Close to what I wanted,Almost every day,Mostly suitable,Good support,Satisfied,Mostly,Completely unmanageable,CSE,CSE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,3,3,2,4,1,2,3,0,1,1,4,3,3,0,3,2,2,3.62,0.875,4,0.438,0.25,0.75,0.75,0.188,-0.75,0.25
multi_uni,BRAC,11.0,3.2+,3.2+,Satisfied,90% or more,11-15 hrs,Mostly just before exams,Most of it,5-6 hrs,Often,1-5 hrs,Close to what I wanted,Often,Mostly suitable,Good support,Neutral,Slightly,Difficult to manage,CSE,CSE,C1_3_20_to_3_49,C1_3_20_to_3_49,False,2,3,3,4,3,1,3,1,3,1,3,3,3,1,1,1,1,3.35,0.917,4,0.562,0.25,0.75,0.5,0.562,0.0,0.375
multi_uni,BRAC,11.0,3.0+,3.2+,Satisfied,60-74%,7-10 hrs,Mostly just before exams,About half,6-7 hrs,Never,6-10 hrs,Close to what I wanted,Often,Mostly suitable,Some support,Satisfied,Completely,Difficult to manage,CSE,CSE,C1_3_20_to_3_49,C0_below_3_20,False,3,3,3,2,2,1,2,2,0,2,3,3,2,1,4,1,0,3.35,0.917,4,0.375,0.583,0.625,0.833,0.25,-0.25,0.125
multi_uni,BUET,7.0,3.0+,3.2+,Satisfied,90% or more,7-10 hrs,Mostly consistent routine,Most of it,7-8 hrs,Sometimes,6-10 hrs,"Yes, exactly what I wanted",Sometimes,Somewhat distracting,No support,Very satisfied,Completely,Very healthy and balanced,CSE,CSE,C1_3_20_to_3_49,C0_below_3_20,False,4,4,3,4,2,3,3,3,2,2,2,1,0,4,4,1,0,3.35,0.875,4,0.688,0.75,0.125,1.0,0.375,0.0,0.0
multi_uni,BRAC,10.0,3.2+,3.2+,Neutral,75-89%,3-6 hrs,Regularly but not every day,Most of it,5-6 hrs,Rarely,1-5 hrs,"Yes, exactly what I wanted",Sometimes,Excellent for focused study,Very little support,Satisfied,Not at all,Mostly manageable,CSE,CSE,C1_3_20_to_3_49,C1_3_20_to_3_49,False,3,4,2,3,1,2,3,1,1,1,2,4,1,3,0,1,1,3.35,0.833,4,0.5,0.583,0.625,0.583,0.188,-0.25,-0.125
multi_uni,BUET,7.0,3.75+,3.75+,Neutral,75-89%,7-10 hrs,Occasionally when necessary,A little,5-6 hrs,Sometimes,6-10 hrs,"Yes, exactly what I wanted",Rarely,Neither good nor bad,Very little support,Satisfied,Mostly,Difficult to manage,CSE,CSE,C3_3_75_plus,C3_3_75_plus,False,3,4,2,3,2,0,1,1,2,2,1,2,1,1,3,3,3,3.87,0.875,4,0.5,0.333,0.375,0.833,0.125,0.25,0.375
multi_uni,BRAC,10.0,3.5+,3.5+,Satisfied,75-89%,3-6 hrs,Occasionally when necessary,Most of it,6-7 hrs,Often,1-5 hrs,"Yes, exactly what I wanted",Often,Somewhat distracting,Good support,Neutral,Mostly,Very healthy and balanced,CSE,CSE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,2,4,3,3,1,0,3,2,3,1,3,1,3,4,3,2,2,3.62,0.833,4,0.312,0.583,0.5,0.75,0.188,-0.5,0.0
multi_uni,BRAC,11.0,3.5+,3.5+,Very satisfied,90% or more,Less than 3 hrs,Occasionally when necessary,Almost everything,5-6 hrs,Almost always,1-5 hrs,"Yes, exactly what I wanted",Often,Mostly suitable,Good support,Satisfied,Somewhat,Mostly manageable,EEE,EEE,C2_3_50_to_3_74,C2_3_50_to_3_74,False,3,4,4,4,0,0,4,1,4,1,3,3,3,3,2,2,2,3.62,0.917,4,0.312,0.333,0.75,0.75,0.0,-0.75,0.25
multi_uni,BRAC,11.0,3.0+,3.0+,Satisfied,75-89%,Less than 3 hrs,Mostly just before exams,Most of it,5-6 hrs,Almost always,None,"Yes, exactly what I wanted",Sometimes,Excellent for focused study,Some support,Neutral,Somewhat,Average,CSE,CSE,C0_below_3_20,C0_below_3_20,False,2,4,3,3,0,1,3,1,4,0,2,4,2,2,2,0,0,3.0,0.917,4,0.375,0.25,0.75,0.667,0.0,-0.5,0.25
multi_uni,BUET,11.0,Below,3.75+,Dissatisfied,90% or more,More than 15 hrs,Mostly just before exams,A little,7-8 hrs,Never,6-10 hrs,Not at all what I wanted,Rarely,Mostly suitable,Good support,Neutral,Somewhat,Difficult to manage,ChE,ChE,C3_3_75_plus,C0_below_3_20,False,2,0,1,4,4,1,1,3,0,2,1,3,3,1,2,3,0,3.87,1.375,4,0.75,0.667,0.75,0.333,0.25,0.75,0.125
multi_uni,BUET,11.0,Below,Below,Satisfied,90% or more,3-6 hrs,Consistent throughout the semester,Almost everything,7-8 hrs,Often,11-15 hrs,Close to what I wanted,Sometimes,Excellent for focused study,Strong support,Satisfied,Slightly,Mostly manageable,MME,Other,C0_below_3_20,C0_below_3_20,False,3,3,3,4,1,4,4,3,3,3,2,4,4,3,1,0,0,3.0,1.375,4,0.688,0.583,1.0,0.583,0.25,-0.25,0.375
multi_uni,BRAC,11.0,3.9+,3.9+,Satisfied,90% or more,Less than 3 hrs,Occasionally when necessary,About half,6-7 hrs,Sometimes,1-5 hrs,Close to what I wanted,Almost every day,Somewhat distracting,Some support,Neutral,Mostly,Very healthy and balanced,EEE,EEE,C3_3_75_plus,C3_3_75_plus,False,2,3,3,4,0,0,2,2,2,1,4,1,2,4,3,3,3,3.87,0.917,4,0.25,0.667,0.375,0.667,0.0,-1.0,-0.125
multi_uni,BUET,4.0,3.75+,3.75+,Dissatisfied,60-74%,3-6 hrs,Regularly but not every day,A little,More than 8 hrs,Never,6-10 hrs,"Yes, exactly what I wanted",Almost every day,Somewhat distracting,Good support,Very satisfied,Mostly,Difficult to manage,NCE,Other,C3_3_75_plus,C3_3_75_plus,False,4,4,1,2,1,2,1,4,0,2,4,1,3,1,3,3,3,3.87,0.5,2,0.312,0.75,0.5,0.917,0.062,-0.75,0.125
multi_uni,BUET,5.0,3.2+,3.9+,Neutral,90% or more,More than 15 hrs,Mostly just before exams,Most of it,7-8 hrs,Almost always,6-10 hrs,Mostly different,Rarely,Neither good nor bad,No support,Neutral,Completely,Average,PMRE,Other,C3_3_75_plus,C1_3_20_to_3_49,False,2,1,2,4,4,1,3,3,4,2,1,2,0,2,4,3,1,3.87,0.625,3,0.75,0.417,0.25,0.583,0.75,0.75,0.5
multi_uni,BRAC,10.0,3.2+,3.2+,Neutral,90% or more,7-10 hrs,Occasionally when necessary,About half,6-7 hrs,Sometimes,1-5 hrs,Somewhat different,Rarely,Mostly suitable,Some support,Satisfied,Not at all,Mostly manageable,EEE,EEE,C1_3_20_to_3_49,C1_3_20_to_3_49,False,3,2,2,4,2,0,2,2,2,1,1,3,2,3,0,1,1,3.35,0.833,4,0.562,0.583,0.625,0.417,0.25,0.25,0.0
multi_uni,BUET,6.0,Below,3.5+,Neutral,60-74%,More than 15 hrs,Mostly consistent routine,Almost nothing,7-8 hrs,Almost always,None,Somewhat different,Almost every day,Mostly suitable,Very little support,Neutral,Slightly,Completely unmanageable,ME,ME,C2_3_50_to_3_74,C0_below_3_20,False,2,2,2,2,4,3,0,3,4,0,4,3,1,0,1,2,0,3.62,0.75,3,0.562,0.25,0.5,0.417,0.0,0.0,0.5
multi_uni,BUET,1.0,3.5+,3.0+,Neutral,60-74%,7-10 hrs,Occasionally when necessary,Almost everything,6-7 hrs,Never,11-15 hrs,Not at all what I wanted,Rarely,Very distracting,Some support,Satisfied,Somewhat,Completely unmanageable,IPE,Other,C0_below_3_20,C2_3_50_to_3_74,False,3,0,2,2,2,0,4,2,0,3,1,0,2,0,2,0,2,3.0,0.125,1,0.438,0.5,0.25,0.417,0.5,0.25,0.375
multi_uni,BUET,9.0,3.9+,3.2+,Very satisfied,75-89%,3-6 hrs,Occasionally when necessary,Almost nothing,6-7 hrs,Sometimes,6-10 hrs,Somewhat different,Rarely,Neither good nor bad,No support,Satisfied,Somewhat,Very healthy and balanced,NAME,Other,C1_3_20_to_3_49,C3_3_75_plus,False,3,2,4,3,1,0,0,2,2,2,1,2,0,4,2,1,3,3.35,1.125,4,0.438,0.667,0.25,0.583,0.0,0.0,0.0
multi_uni,BUET,10.0,Below,3.75+,Neutral,60-74%,Less than 3 hrs,Consistent throughout the semester,Most of it,Less than 5 hrs,Rarely,None,Not at all what I wanted,Sometimes,Excellent for focused study,Good support,Very satisfied,Completely,Very healthy and balanced,MIE,Other,C3_3_75_plus,C0_below_3_20,False,4,0,2,2,0,4,3,0,1,0,2,4,3,4,4,3,0,3.87,1.25,4,0.5,0.583,0.875,0.667,0.0,-0.5,-0.375
multi_uni,BUET,3.0,Below,3.0+,Satisfied,75-89%,11-15 hrs,Mostly just before exams,About half,7-8 hrs,Often,1-5 hrs,Mostly different,Almost every day,Neither good nor bad,No support,Very satisfied,Not at all,Average,EEE,EEE,C0_below_3_20,C0_below_3_20,False,4,1,3,3,3,1,2,3,3,1,4,2,0,2,0,0,0,3.0,0.375,2,0.438,0.5,0.25,0.417,0.375,-0.25,0.25
